title,text
"Không Đề xuất Bộ Công an sát hạch, cấp giấy phép lái xe","Bộ Nội vụ không đề xuất chuyển nhiệm vụ sát hạch, cấp giấy phép lái xe cơ giới đường bộ từ Bộ Giao thông Vận tải về Bộ Công an quản lý. . Báo cáo của Bộ Nội vụ gửi Ban Chỉ đạo của Chính phủ ngày 11/1 về tổng kết nghị quyết 18 cũng đề xuất chuyển chức năng, nhiệm vụ quản lý nhà nước về cai nghiện ma túy, quản lý sau cai nghiện ma túy và phòng chống tệ nạn xã hội đang giao Bộ Lao động Thương binh và Xã hội quản lý về Bộ Công an. . Nhiệm vụ quản lý nhà nước về lý lịch tư pháp và thực hiện dịch vụ công cấp phiếu lý lịch tư pháp đang giao Bộ Tư pháp quản lý, cũng được đề xuất chuyển về Bộ Công an. . Bộ Nội vụ cho biết việc chuyển ba nhóm chức năng nêu trên về Bộ Công an quản lý sẽ không làm tăng đầu mối của đơn vị này. . Để đảm bảo hiệu quả trong việc thực hiện bốn nhiệm vụ trọng tâm: an ninh, trật tự ở khu vực biên giới, cửa khẩu; quản lý nhà nước về xuất nhập cảnh; an toàn thông tin, an ninh mạng; và an ninh hàng không, Bộ Nội vụ đề nghị Ban Chỉ đạo của Chính phủ cho ý kiến nhằm hoàn thiện chức năng, nhiệm vụ của Bộ Công an và các đơn vị liên quan. . Thi sát hạch tại một trung tâm đào tạo và sát hạch lái xe ở Bắc Ninh. Ảnh: Anh Duy . Theo Luật Trật tự, an toàn giao thông đường bộ 2024, Bộ trưởng Giao thông Vận tải quy định hình thức, nội dung, quy trình sát hạch để cấp giấy phép lái xe; điều kiện, tiêu chuẩn sát hạch viên, tổ chức tập huấn, cấp thẻ sát hạch viên; tiêu chuẩn kỹ thuật sân tập lái để sát hạch lái xe mô tô, quy chuẩn kỹ thuật quốc gia về trung tâm sát hạch lái xe cơ giới đường bộ. . Việc sát hạch lái xe cho lực lượng quân đội, công an làm nhiệm vụ quốc phòng, an ninh do Bộ trưởng Quốc phòng, Bộ trưởng Công an quy định. . Hiện, Cục Đường bộ Việt Nam chịu trách nhiệm quản lý về sát hạch, cấp giấy phép lái xe trong phạm vi cả nước; Vụ Quản lý phương tiện và Người lái tham mưu giúp Cục trưởng thực hiện chức năng, nhiệm vụ quản lý sát hạch, cấp giấy phép lái xe (cơ quan quản lý sát hạch). Sở Giao thông Vận tải chịu trách nhiệm quản lý sát hạch, cấp giấy phép lái xe trong phạm vi tỉnh, thành phố trực thuộc trung ương. . Việc chuyển cơ quan quản lý sát hạch, cấp giấy phép lái xe từ Bộ Giao thông Vận tải sang Bộ Công an từng nhiều lần được đưa ra bàn thảo tại Quốc hội từ khi xây dựng dự thảo hai luật tách ra từ Luật Giao thông đường bộ. Tuy nhiên sau đó Bộ Công an đề xuất dự án Luật Trật tự, an toàn giao thông đường bộ sẽ không quy định cụ thể về thẩm quyền quản lý đào tạo, sát hạch và cấp giấy phép lái xe như trước đó đã trình Quốc hội khóa 14, thay vào đó để Chính phủ phân công. . Viết Tuân "
